image_path,clip_id,video_id,track_id,batch_id,activity_label,apparent_age_group,split
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0280/frame_05.jpg,GX020055_tr0280,GX020055,280,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0287/frame_01.jpg,GX020055_tr0287,GX020055,287,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0287/frame_02.jpg,GX020055_tr0287,GX020055,287,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0287/frame_03.jpg,GX020055_tr0287,GX020055,287,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0287/frame_04.jpg,GX020055_tr0287,GX020055,287,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0287/frame_05.jpg,GX020055_tr0287,GX020055,287,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0335/frame_01.jpg,GX020055_tr0335,GX020055,335,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0335/frame_02.jpg,GX020055_tr0335,GX020055,335,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0335/frame_03.jpg,GX020055_tr0335,GX020055,335,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0335/frame_04.jpg,GX020055_tr0335,GX020055,335,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0335/frame_05.jpg,GX020055_tr0335,GX020055,335,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0376/frame_01.jpg,GX020055_tr0376,GX020055,376,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0376/frame_02.jpg,GX020055_tr0376,GX020055,376,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0376/frame_03.jpg,GX020055_tr0376,GX020055,376,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0376/frame_04.jpg,GX020055_tr0376,GX020055,376,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0376/frame_05.jpg,GX020055_tr0376,GX020055,376,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0404/frame_01.jpg,GX020055_tr0404,GX020055,404,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0404/frame_02.jpg,GX020055_tr0404,GX020055,404,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0404/frame_03.jpg,GX020055_tr0404,GX020055,404,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0404/frame_04.jpg,GX020055_tr0404,GX020055,404,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0404/frame_05.jpg,GX020055_tr0404,GX020055,404,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0415/frame_01.jpg,GX020055_tr0415,GX020055,415,GX020055_batch01,running,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0415/frame_02.jpg,GX020055_tr0415,GX020055,415,GX020055_batch01,running,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0415/frame_03.jpg,GX020055_tr0415,GX020055,415,GX020055_batch01,running,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0415/frame_04.jpg,GX020055_tr0415,GX020055,415,GX020055_batch01,running,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0415/frame_05.jpg,GX020055_tr0415,GX020055,415,GX020055_batch01,running,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0528/frame_01.jpg,GX020055_tr0528,GX020055,528,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0528/frame_02.jpg,GX020055_tr0528,GX020055,528,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0528/frame_03.jpg,GX020055_tr0528,GX020055,528,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0528/frame_04.jpg,GX020055_tr0528,GX020055,528,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0528/frame_05.jpg,GX020055_tr0528,GX020055,528,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0577/frame_01.jpg,GX020055_tr0577,GX020055,577,GX020055_batch01,dog_walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0577/frame_02.jpg,GX020055_tr0577,GX020055,577,GX020055_batch01,dog_walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0577/frame_03.jpg,GX020055_tr0577,GX020055,577,GX020055_batch01,dog_walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0577/frame_04.jpg,GX020055_tr0577,GX020055,577,GX020055_batch01,dog_walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0577/frame_05.jpg,GX020055_tr0577,GX020055,577,GX020055_batch01,dog_walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0589/frame_01.jpg,GX020055_tr0589,GX020055,589,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0589/frame_02.jpg,GX020055_tr0589,GX020055,589,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0589/frame_03.jpg,GX020055_tr0589,GX020055,589,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0589/frame_04.jpg,GX020055_tr0589,GX020055,589,GX020055_batch01,standing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0589/frame_05.jpg,GX020055_tr0589,GX020055,589,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0611/frame_01.jpg,GX020055_tr0611,GX020055,611,GX020055_batch01,talking_socializing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0611/frame_02.jpg,GX020055_tr0611,GX020055,611,GX020055_batch01,talking_socializing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0611/frame_03.jpg,GX020055_tr0611,GX020055,611,GX020055_batch01,talking_socializing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0611/frame_04.jpg,GX020055_tr0611,GX020055,611,GX020055_batch01,talking_socializing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0611/frame_05.jpg,GX020055_tr0611,GX020055,611,GX020055_batch01,talking_socializing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0714/frame_01.jpg,GX020055_tr0714,GX020055,714,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0714/frame_02.jpg,GX020055_tr0714,GX020055,714,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0714/frame_03.jpg,GX020055_tr0714,GX020055,714,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0714/frame_04.jpg,GX020055_tr0714,GX020055,714,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0714/frame_05.jpg,GX020055_tr0714,GX020055,714,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0757/frame_01.jpg,GX020055_tr0757,GX020055,757,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0757/frame_02.jpg,GX020055_tr0757,GX020055,757,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0757/frame_03.jpg,GX020055_tr0757,GX020055,757,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0757/frame_04.jpg,GX020055_tr0757,GX020055,757,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0757/frame_05.jpg,GX020055_tr0757,GX020055,757,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0773/frame_01.jpg,GX020055_tr0773,GX020055,773,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0773/frame_02.jpg,GX020055_tr0773,GX020055,773,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0773/frame_03.jpg,GX020055_tr0773,GX020055,773,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0773/frame_04.jpg,GX020055_tr0773,GX020055,773,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0773/frame_05.jpg,GX020055_tr0773,GX020055,773,GX020055_batch01,walking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0775/frame_01.jpg,GX020055_tr0775,GX020055,775,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0775/frame_02.jpg,GX020055_tr0775,GX020055,775,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0775/frame_03.jpg,GX020055_tr0775,GX020055,775,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0775/frame_04.jpg,GX020055_tr0775,GX020055,775,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0775/frame_05.jpg,GX020055_tr0775,GX020055,775,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0840/frame_01.jpg,GX020055_tr0840,GX020055,840,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0840/frame_02.jpg,GX020055_tr0840,GX020055,840,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0840/frame_03.jpg,GX020055_tr0840,GX020055,840,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0840/frame_04.jpg,GX020055_tr0840,GX020055,840,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0840/frame_05.jpg,GX020055_tr0840,GX020055,840,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0869/frame_01.jpg,GX020055_tr0869,GX020055,869,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0869/frame_02.jpg,GX020055_tr0869,GX020055,869,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0869/frame_03.jpg,GX020055_tr0869,GX020055,869,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0869/frame_04.jpg,GX020055_tr0869,GX020055,869,GX020055_batch01,standing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0869/frame_05.jpg,GX020055_tr0869,GX020055,869,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0882/frame_01.jpg,GX020055_tr0882,GX020055,882,GX020055_batch01,biking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0882/frame_02.jpg,GX020055_tr0882,GX020055,882,GX020055_batch01,biking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0882/frame_03.jpg,GX020055_tr0882,GX020055,882,GX020055_batch01,biking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0882/frame_04.jpg,GX020055_tr0882,GX020055,882,GX020055_batch01,biking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0882/frame_05.jpg,GX020055_tr0882,GX020055,882,GX020055_batch01,biking,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0896/frame_01.jpg,GX020055_tr0896,GX020055,896,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0896/frame_02.jpg,GX020055_tr0896,GX020055,896,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0896/frame_03.jpg,GX020055_tr0896,GX020055,896,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0896/frame_04.jpg,GX020055_tr0896,GX020055,896,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0896/frame_05.jpg,GX020055_tr0896,GX020055,896,GX020055_batch01,walking,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0921/frame_01.jpg,GX020055_tr0921,GX020055,921,GX020055_batch01,standing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0921/frame_02.jpg,GX020055_tr0921,GX020055,921,GX020055_batch01,standing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0921/frame_03.jpg,GX020055_tr0921,GX020055,921,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0921/frame_04.jpg,GX020055_tr0921,GX020055,921,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0921/frame_05.jpg,GX020055_tr0921,GX020055,921,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0990/frame_01.jpg,GX020055_tr0990,GX020055,990,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0990/frame_02.jpg,GX020055_tr0990,GX020055,990,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0990/frame_03.jpg,GX020055_tr0990,GX020055,990,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0990/frame_04.jpg,GX020055_tr0990,GX020055,990,GX020055_batch01,standing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr0990/frame_05.jpg,GX020055_tr0990,GX020055,990,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr1000/frame_01.jpg,GX020055_tr1000,GX020055,1000,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr1000/frame_02.jpg,GX020055_tr1000,GX020055,1000,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr1000/frame_03.jpg,GX020055_tr1000,GX020055,1000,GX020055_batch01,standing,adult,train
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr1000/frame_04.jpg,GX020055_tr1000,GX020055,1000,GX020055_batch01,standing,adult,val
/orange/ufdatastudios/chenz1/depotData/d-park-social-performance-evaluation/annotations/labeling/clips/GX020055_batch01/clips/GX020055_tr1000/frame_05.jpg,GX020055_tr1000,GX020055,1000,GX020055_batch01,standing,adult,train
